,Data Year,ID,Property Name,Address,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude
12326,2018,173597,Adlake Limited Partnership,320 W. Ohio,3.5,False,NEAR NORTH SIDE,Office,81000.0,1940.0,987942.2,4038484.9,62.1,86.5,61.0,85.4,378.9,4.7,41.89239794,-87.63645342
12334,2018,251211,87th Street Center - All Stores,35 W. 87TH STREET,2.0,False,CHATHAM,Retail Store,174739.0,1983.0,16593484.1,1556651.6,103.9,275.2,103.8,275.0,2843.2,16.3,41.736263,-87.626632
12338,2018,252301,1934 N. Washtenaw CA,1934 N. Washtenaw Avenue,4.0,False,LOGAN SQUARE,Multifamily Housing,84012.0,2001.0,2007098.8,2220592.2,50.3,94.6,48.4,90.7,451.9,5.4,41.91657013,-87.69476694
12345,2018,111553,St. Michael's High School Condominiums,1660 N. Hudson Ave,3.0,False,LINCOLN PARK,Multifamily Housing,77800.0,1985.0,1587122.5,3019723.0,59.2,97.9,56.7,94.3,424.4,5.5,41.92201051,-87.65461957
12346,2018,260077,The Renaissance,901 W. Argyle Ave.,2.5,False,UPTOWN,Multifamily Housing,64292.0,1927.0,841767.7,5912899.5,105.1,133.2,105.3,132.9,454.1,7.1,41.97223008,-87.6645957
12347,2018,175978,451-BRE Rook SH Autumn Green Midway Villiage LLC,6700 S. Keating,3.5,False,WEST LAWN,Senior Care Community,120000.0,2017.0,3913151.1,5209600.4,76.0,136.9,74.9,135.1,927.7,7.7,41.77517105,-87.71389848
12350,2018,102766,Brandon Shores Condo Association,6150 N Kenmore,1.0,False,EDGEWATER,Multifamily Housing,54000.0,1962.0,2316854.5,4976510.5,135.1,216.9,130.6,207.2,649.8,12.0,41.99090057,-87.66660744
12352,2018,251613,SouthsideOccu-CPS,7342 S HOYNE AVE,1.5,False,WEST ENGLEWOOD,K-12 School,54740.0,1988.0,2073734.8,2063299.7,75.6,145.7,74.4,144.1,454.6,8.3,41.75969491,-87.67627676
12355,2018,160394,1020 W Lawrence,1020 W Lawrence Ave,2.0,False,UPTOWN,Multifamily Housing,188837.0,1935.0,8288502.1,9522600.0,94.3,175.8,92.7,171.0,1884.7,10.0,41.96910577,-87.65595452
12358,2018,102731,1025 W Hollywood,1025 W Hollywood,4.0,False,EDGEWATER,Multifamily Housing,62000.0,1970.0,132419.7,4758399.9,78.9,86.6,77.8,85.5,274.8,4.4,41.99090057,-87.66660744
12368,2018,115316,5858 Shore Manor Condominium Homeowners Association,5858 N. Sheridan Road,3.0,False,EDGEWATER,Multifamily Housing,73500.0,1960.0,1275333.9,6218799.9,102.0,137.4,104.8,139.7,542.5,7.4,41.99090057,-87.66660744
12370,2018,120218,Walmart Supercenter #01-5402,4650 W. North Avenue,1.0,False,AUSTIN,Wholesale Club/Supercenter,141676.0,2010.0,11748877.4,9284660.2,148.5,301.0,145.9,298.3,2447.7,17.3,41.909706,-87.742663
12373,2018,156500,Flat Iron Building,1565 1581 N Milwaukee Ave,1.5,False,WEST TOWN,Office,92168.0,1913.0,2969132.6,7332615.1,111.8,173.7,108.8,170.6,883.4,9.6,41.91026112,-87.67674802
12376,2018,241892,CityView Condominium Association (241892),440 North McClurg Court,3.5,False,NEAR NORTH SIDE,Multifamily Housing,506955.0,1991.0,10240237.7,28350510.8,76.1,115.3,72.9,109.9,3209.4,6.3,41.89028754,-87.61815831
12377,2018,104511,Hollywood Property,1040 W Hollywood,4.0,False,EDGEWATER,Multifamily Housing,60820.0,1973.0,859899.1,4933947.9,95.3,124.8,97.4,125.6,405.1,6.7,41.99090057,-87.66660744
12379,2018,251219,555 Cornelia (251219),555 West Cornelia Ave.,4.0,False,LAKE VIEW,Multifamily Housing,220800.0,1961.0,3844965.7,14452588.8,82.9,117.5,82.6,117.2,1407.3,6.4,41.94580944,-87.64408989
12387,2018,101972,150 North Wacker Drive,150 North Wacker Drive,4.0,False,LOOP,Office,265117.0,1970.0,11419605.7,20333530.9,119.8,201.1,120.0,201.4,2979.8,11.2,41.88476971,-87.63734502
12391,2018,101851,150-160 E. Huron,150-160 E. Huron,1.0,False,NEAR NORTH SIDE,Hotel,359801.0,1972.0,23590800.0,26704437.3,139.8,261.5,139.6,259.7,5343.1,14.9,41.89521657,-87.62317404
12395,2018,251859,Epic Academy Charter High School,8255 S. Houston,1.0,False,SOUTH CHICAGO,K-12 School,69921.0,1902.0,1271292.4,5965408.6,103.5,140.5,108.1,145.1,528.3,7.6,41.74548157,-87.55011078
12402,2018,251878,South Loop-CPS,1212 S PLYMOUTH CT,1.0,False,NEAR SOUTH SIDE,K-12 School,71255.0,1987.0,5050558.4,,70.9,198.5,69.7,195.2,840.2,11.8,41.86672708,-87.62901313
12403,2018,175975,626 West Jackson,626 West Jackson Boulevard,4.0,False,NEAR WEST SIDE,Office,119741.0,1920.0,7240335.7,,60.5,169.3,60.2,168.5,1204.5,10.1,41.87822966,-87.64359272
12408,2018,160349,AMLI Lofts Clark,850 South Clark Street,4.0,False,LOOP,Multifamily Housing,201765.0,2014.0,4781771.3,4782126.4,47.4,91.2,46.3,89.2,1049.5,5.2,41.89817078,-87.63173366
12410,2018,117188,Ruth Shriman,4040 N Sheridan Rd,4.0,False,UPTOWN,Multifamily Housing,67988.0,1999.0,805883.4,4527225.0,78.4,103.1,79.4,104.2,374.5,5.5,41.95402016,-87.6620278
12411,2018,240956,Harbor Point,155 Harbor Drive,2.0,False,LOOP,Multifamily Housing,1192576.0,1974.0,39106433.3,45996786.5,71.4,132.3,69.7,128.5,8949.0,7.5,41.88497563,-87.61480633
12412,2018,250165,River East Center Campus,302 322 E Illinois St,1.0,False,NEAR NORTH SIDE,Mixed Use Property,1511361.0,2001.0,69228047.0,96941972.9,109.9,195.6,110.6,195.5,16666.1,11.0,41.8914469,-87.61889748
12418,2018,251257,Reside on Surf,425 West Surf Street,3.5,False,LAKE VIEW,Multifamily Housing,119250.0,1924.0,1728232.6,8475781.5,85.6,115.2,83.4,112.8,737.7,6.2,41.93389289,-87.64036209
12422,2018,254373,North & Pulaski,3949 W North Ave,1.5,False,Humboldt Park,Multifamily Housing,75000.0,2014.0,2151560.8,4317936.4,86.3,140.8,86.7,140.1,587.3,7.8,41.91723891,-87.68490143
12428,2018,173804,The Covington,4600 N. Clarendon Ave.,2.5,False,UPTOWN,Multifamily Housing,142744.0,1965.0,2887700.1,10933768.8,96.8,137.1,98.1,138.5,1061.2,7.4,41.97223008,-87.6645957
12431,2018,164980,WTTW 11 - Main Campus,5400 N. St. Louis,1.0,False,NORTH PARK,Office,183047.0,1964.0,20765752.7,,113.4,317.6,113.2,317.1,3454.7,18.9,41.97980527,-87.71769331
12432,2018,101733,Two North Riverside Plaza,2 North Riverside Plaza,4.0,False,NEAR WEST SIDE,Office,741315.0,1929.0,45545389.1,3452100.0,66.1,176.9,64.7,172.9,7760.5,10.5,41.88253679,-87.63918687
12433,2018,250124,Albert Merritt Billings,950 East 59th St.,3.5,False,HYDE PARK,Office,488322.0,1927.0,18517879.4,,61.8,134.9,61.7,134.4,3855.3,7.9,41.787764,-87.602285
12438,2018,131291,N Wacker Dr (EPL),29 North Wacker Drive,3.0,False,LOOP,Office,137554.0,1951.0,6963168.7,7606129.6,105.9,199.8,106.8,200.7,1562.4,11.4,41.88268681,-87.63674119
12441,2018,172783,Fairfax,1369 E. Hyde Park Blvd.,4.0,False,HYDE PARK,Multifamily Housing,120120.0,1926.0,681751.7,8782599.7,78.8,92.7,79.0,92.9,579.9,4.8,41.80224043,-87.60332678
12445,2018,175346,Shops and Lofts at 47,747 E. 47th St,1.0,False,GRAND BOULEVARD,Multifamily Housing,201415.0,2013.0,7250025.7,5254782.3,62.1,128.2,61.4,125.5,1485.3,7.4,41.80224043,-87.60332678
12448,2018,251900,ScammonJonat-CPS,4201 W HENDERSON ST,4.0,False,IRVING PARK,K-12 School,85474.0,1926.0,1829620.2,1409626.5,37.9,77.3,38.0,77.9,379.3,4.4,41.94126828,-87.73387796
12457,2018,117174,Mayfair Commons,4444 W. Lawrence Ave.,4.0,False,ALBANY PARK,Multifamily Housing,84456.0,1997.0,1325845.2,5941799.6,86.1,117.8,87.3,118.8,536.2,6.3,41.97200414,-87.75756578
12465,2018,160157,GX Master Tenant,2545 W Diversey,4.0,False,LOGAN SQUARE,Office,226740.0,1914.0,12052712.6,6885199.8,83.5,180.7,83.2,178.9,2370.8,10.5,41.93162561,-87.6918905
12466,2018,173713,2430 N. Lake View Condo Association,2430 N. Lakeview,1.0,False,LINCOLN PARK,Multifamily Housing,120050.0,1927.0,3089501.2,8534883.6,96.8,146.7,96.5,145.7,967.3,8.1,41.92201051,-87.65461957
12478,2018,128978,"Woodbridge Nursing Pavilion, Ltd",2242 N. Kedzie Blvd.,4.0,False,LOGAN SQUARE,Senior Care Community,56000.0,1975.0,2134124.1,6118153.7,147.4,221.4,147.4,221.4,680.0,12.1,41.92197286,-87.70750811
12480,2018,251588,Taylor Doug-CPS,9912 S AVENUE H,1.0,False,EAST SIDE,K-12 School,87628.0,1997.0,1329938.9,8222803.1,109.0,141.0,111.7,144.1,658.0,7.5,41.71516268,-87.5337866
12485,2018,165425,SmithVillage,2320 W 113th Place,4.0,False,MORGAN PARK,Senior Care Community,385000.0,2006.0,11074915.3,,28.8,80.5,28.8,80.5,1842.5,4.8,41.6981819,-87.66236671
12491,2018,114197,"1320 N. State Street Apartments, Inc.",1320 North State Parkway,0.0,False,NEAR NORTH SIDE,Multifamily Housing,155000.0,1927.0,2686445.0,11932730.2,94.3,129.4,93.7,127.8,1080.7,7.0,41.9037528,-87.63558845
12495,2018,129920,The Thompson Building,350 N. Clark St.,1.0,False,NEAR NORTH SIDE,Office,111033.0,1912.0,10181145.3,2559900.1,114.8,281.0,113.3,277.3,1829.7,16.5,41.88857037,-87.63107707
12500,2018,251964,114 South Racine,114 South Racine Avenue,4.0,False,NEAR WEST SIDE,Office,94925.0,1920.0,3362015.2,2893344.7,65.9,131.2,64.1,128.8,713.0,7.5,41.8796246,-87.65748447
12505,2018,135113,57 63 W Grand Ave,57-63 W. Grand Ave.,1.5,False,NEAR NORTH SIDE,Office,78868.0,1912.0,3507286.9,7580400.2,140.6,225.4,137.2,221.8,986.1,12.5,41.89159257,-87.63040107
12508,2018,159740,Sunnyside Apartments,840 W. Sunnyside,4.0,False,UPTOWN,Multifamily Housing,247000.0,1970.0,1824256.5,12653555.1,58.6,74.5,59.5,75.4,975.6,3.9,41.96396119,-87.65181003
12515,2018,252256,Highlands Tudor Manor,7018 S. Creiger,4.0,False,SOUTH SHORE,Multifamily Housing,94556.0,1980.0,1070326.7,3378112.3,47.0,69.2,47.4,69.5,357.5,3.8,41.76756857,-87.58128774
12534,2018,173646,South River Park Condominium Association,400 N. Clinton Street,4.0,False,WEST TOWN,Multifamily Housing,78904.0,1999.0,1050708.3,3172152.7,53.5,79.5,53.4,79.4,343.3,4.4,41.89158015,-87.63783734
12543,2018,254514,(IL659) - Willow Square (Bldg. 4),"2012 W. St. Paul,",4.0,False,WEST TOWN,Multifamily Housing,78210.0,1940.0,1583040.0,2415922.4,51.1,89.1,49.0,85.9,391.7,5.0,41.9174,-87.68401
12546,2018,254025,Englewood,901 West 63rd St,4.0,False,Englewood,Multifamily Housing,62800.0,2010.0,2262607.7,1787545.3,64.5,130.8,64.5,130.8,471.4,7.5,41.7761103,-87.6399
12572,2018,173766,3314 Lake Shore Drive Condo,3314 N. Lake Shore Drive,1.0,False,LAKE VIEW,Multifamily Housing,59752.0,1920.0,3209060.7,926663.3,69.2,166.7,69.2,166.7,583.1,9.8,41.9398511,-87.65844752
12581,2018,254347,New Malcolm X College,1900 W Jackson Blvd,3.0,False,Near West Side,College/University,545000.0,2016.0,28653314.1,28852302.6,105.5,202.8,106.1,203.4,6299.4,11.6,41.8768705,-87.68381102
12582,2018,252043,Renee Granville-Grossman Residential Commons,6031 South Ellis Avenue,3.5,False,WOODLAWN,Residence Hall/Dormitory,338679.0,2009.0,11271340.7,584920.0,114.9,183.9,115.0,184.1,3588.7,10.6,41.785279,-87.601124
12583,2018,159728,Lakeside Square Apartments,920 W Lakeside Place,4.0,False,UPTOWN,Multifamily Housing,278070.0,1989.0,4905869.1,20594077.1,91.7,127.2,92.8,128.3,1910.0,6.9,41.96853167,-87.65354801
12584,2018,175857,Lake Street Lofts LLC,912 W Lake St,3.0,False,NEAR WEST SIDE,Multifamily Housing,108000.0,1886.0,3420871.2,4274111.1,71.2,130.2,68.6,126.0,796.1,7.4,41.87399385,-87.651678
12587,2018,159417,Lake Meadows 8,401 E. 32nd Street,1.0,False,DOUGLAS,Multifamily Housing,303979.0,1956.0,2480036.1,41464762.2,144.6,166.1,146.9,168.4,2615.0,8.6,41.8363952,-87.61619714
12599,2018,252052,Ryerson Laboratory/ Eckhart Hall,1118-32 East 58th Street,4.0,False,HYDE PARK,College/University,135318.0,1930.0,3630262.2,,70.2,127.3,70.6,127.7,993.9,7.3,41.789628,-87.597133
12610,2018,148673,Teresa Roldan Apartment on Paseo Boricua,1154 N Campbell Ave,1.0,False,WEST TOWN,Multifamily Housing,52240.0,2005.0,2199527.7,3970900.1,118.1,197.7,117.0,193.2,576.8,11.0,41.90225377,-87.68447845
12615,2018,251531,CarrollRosenwald-CPS,2601 W 80TH ST,2.0,False,ASHBURN,K-12 School,63300.0,1965.0,2198167.0,3562398.4,91.0,156.3,89.4,154.7,554.9,8.8,41.74765485,-87.68774592
12616,2018,160323,One Place Condominium Association,1 East 8th Street,2.0,False,LOOP,Multifamily Housing,312000.0,2008.0,7201749.3,17942174.9,80.6,125.0,79.3,122.9,2151.1,6.9,41.87137219,-87.62708742
12620,2018,252219,Jackson Towers Condominium Association,5555 S. Everett Ave.,4.0,False,HYDE PARK,Multifamily Housing,231229.0,1924.0,1858086.5,14867110.0,72.3,90.0,72.9,90.2,1098.8,4.8,41.79374177,-87.58243408
12621,2018,158121,Chase Tower Chicago,10 S. Dearborn,4.0,False,LOOP,Financial Office,2429909.0,1967.0,180996875.8,2855242.6,75.8,210.0,75.9,209.9,30285.9,12.5,41.88163958,-87.63010692
12634,2018,243108,The 3600 Condominium Association,3600 N. Lake Shore Drive,1.5,False,LAKE VIEW,Multifamily Housing,779480.0,1961.0,16325041.6,69331333.7,109.9,152.0,111.4,153.7,6398.4,8.2,41.94896909,-87.64428388
12637,2018,254075,JeffJack,601 West Jackson,2.5,False,Near West Side,Multifamily Housing,195769.0,2015.0,6781936.9,7882949.6,74.9,139.3,74.5,136.9,1547.0,7.9,41.8832102,-87.64337
12638,2018,173949,"Park Gables Apartment Homes, INC",2438-2484 W Estes Ave,2.5,False,WEST RIDGE,Multifamily Housing,103000.0,1928.0,359089.1,11148099.9,111.7,123.4,116.2,128.0,651.9,6.3,42.00880199,-87.69502812
12645,2018,244826,Park Tower Condominium Association,5415 N. Sheridan Rd.,3.0,False,EDGEWATER,Multifamily Housing,862821.0,1971.0,18403877.6,54232306.6,84.2,125.7,81.8,122.7,5942.3,6.9,41.98030005,-87.65445607
12646,2018,101794,225 West Wacker,225 West Wacker Drive,0.0,False,LOOP,Office,721992.0,1989.0,37057220.2,,51.3,143.7,50.6,141.6,6165.0,8.5,41.88628574,-87.63508062
12648,2018,241168,3900 Lake Shore Drive Condominium Association,3900 N Lake Shore Drive,2.5,False,LAKE VIEW,Multifamily Housing,261137.0,1959.0,2928567.7,24697668.9,105.8,130.7,107.6,132.6,1799.0,6.9,41.95323562,-87.6455487
12650,2018,116144,Pope Building Condominium Association,633 S Plymouth Ct,3.5,False,LOOP,Multifamily Housing,125000.0,1895.0,2152296.4,5955930.1,64.9,98.2,62.4,94.4,674.4,5.4,41.86863212,-87.62730687
12654,2018,255092,Schiff Residences,1244 N Clybourn,4.0,False,Near North Side,Multifamily Housing,64000.0,2007.0,1853388.2,2882689.7,74.0,128.4,74.6,129.0,461.5,7.2,41.9040549,-87.6312808
12669,2018,159652,3500 N Lake Shore,3500 N Lake Shore Drive,4.0,False,LAKE VIEW,Multifamily Housing,210000.0,1927.0,2539810.9,10946312.7,64.2,88.6,64.3,88.6,1003.9,4.8,41.94698509,-87.6424712
12687,2018,175890,5400 N Sheridan,5400 N Sheridan Road,4.0,False,Edgewater,Multifamily Housing,71193.0,1968.0,188325.3,7279500.5,104.9,114.8,102.7,112.5,418.0,5.9,41.9722301,-87.6646
12703,2018,250072,Lake Parc Place,3939-3983 S. LAKE PARK AVE,3.0,False,OAKLAND,Multifamily Housing,291997.0,1953.0,2543535.1,28291820.6,105.6,126.1,106.1,126.7,1925.9,6.6,41.82392056,-87.6026878
12704,2018,102544,Olive-Harvey College,10001 South Woodlawn Ave,3.0,False,PULLMAN,College/University,397700.0,1981.0,14249651.6,13716600.0,70.3,136.5,68.8,135.0,3099.2,7.8,41.71336917,-87.59225911
12706,2018,158133,353 North Clark,353 North Clark Street,4.0,False,NEAR NORTH SIDE,Office,1364257.0,2009.0,98001681.8,8548577.4,78.1,207.8,77.2,205.1,16762.2,12.3,41.88886543,-87.6302742
12712,2018,236480,Thorndale Beach South Condominium Association,5855 N. Sheridan,1.0,False,EDGEWATER,Multifamily Housing,287849.0,1967.0,19309705.6,,67.1,187.8,65.6,183.7,3212.4,11.2,41.988847,-87.65469653
12729,2018,160257,Elm Street Plaza Venture LLLP,1130 N. Dearborn,1.5,False,NEAR NORTH SIDE,Multifamily Housing,380277.0,1976.0,9466737.3,28981541.3,101.1,149.7,98.3,144.8,3114.3,8.2,41.90292466,-87.63041353
12731,2018,159739,Ella Flagg Young Apartments,4645 N. Sherdian Road,4.0,False,UPTOWN,Multifamily Housing,299019.0,1968.0,2562896.5,14006942.0,55.4,73.2,55.4,73.1,1170.3,3.9,41.96665021,-87.65416917
12733,2018,250017,Humboldt Park,1440 North Sacramento,2.0,False,NORTH LAWNDALE,Other - Recreation,57229.0,1928.0,1747120.4,6341019.5,141.3,201.8,137.6,197.9,627.5,11.0,41.906756,-87.701357
12742,2018,254976,Gallery on Wells,637 N. Wells Street,3.5,False,Near North Side,Multifamily Housing,442410.0,2017.0,6829435.3,23558952.6,68.7,99.1,67.9,97.0,2387.5,5.4,41.89349836,-87.634056
12744,2018,229402,1101 S. State Street,1101 S. State Street,4.0,False,LOOP,Multifamily Housing,542774.0,2005.0,1751191.9,25237999.3,49.7,57.9,48.8,56.9,1631.8,3.0,41.86838196,-87.62701601
12746,2018,158088,Evangelical Lutheran Church in America,8765 W. Higgins Road,4.0,False,OHARE,Office,252250.0,1969.0,11082756.0,,43.9,123.0,42.8,120.0,1843.8,7.3,41.98712961,-87.84592168
12749,2018,156350,Silversmith Hotel & Suites - CSS,10 South Wabash Avenue,1.5,False,LOOP,Hotel,135000.0,2007.0,8900553.4,4833399.7,101.7,222.2,100.9,219.8,1737.5,12.9,41.88147936,-87.62619963
12750,2018,162321,Latin School of Chicago Lower School,1529 N. Dearborn Pkwy,2.0,False,NEAR NORTH SIDE,K-12 School,70559.0,1925.0,2413279.6,3750750.9,87.4,151.6,84.8,148.8,600.7,8.5,41.910193,-87.630119
12751,2018,175157,The Student Life Center at East-West University,829 S Wabash Ave,4.0,False,LOOP,Multifamily Housing,270321.0,2013.0,6136140.8,5430992.1,42.8,84.7,42.8,84.4,1309.3,4.8,41.86863212,-87.62730687
12756,2018,243246,Eliot House Condominium Association,1255 N Sandburg Terrace,2.5,False,NEAR NORTH SIDE,Multifamily Housing,313462.0,1965.0,8319049.7,25453681.6,107.7,159.6,106.7,156.6,2736.0,8.7,41.90540203,-87.63189208
12757,2018,254352,Fourth Presbyterian Church of Chicago,126 E Chestnut St,1.0,False,Near North Side,Worship Facility,160000.0,1912.0,8300638.5,8405631.2,104.4,200.4,104.8,200.4,1827.4,11.4,41.89535128,-87.62272623
12760,2018,250087,Fannie Emanuel,3916 W. Washington,1.0,False,WEST GARFIELD PARK,Multifamily Housing,94952.0,1963.0,4940831.9,5416810.2,109.1,205.6,106.9,203.3,1109.7,11.7,41.88234002,-87.72390213
12761,2018,134775,116 S. Michigan Ave.,116 S. Michigan Ave.,2.0,False,LOOP,College/University,114507.0,1906.0,9372180.5,249520.0,84.0,231.5,84.0,231.5,1572.4,13.7,41.88021125,-87.62448047
12775,2018,113540,One East Schiller Condominium Association,1 E Schiller Street,3.5,False,NEAR NORTH SIDE,Multifamily Housing,161500.0,1964.0,7546757.1,1153667.8,53.9,138.3,52.6,134.8,1316.8,8.2,41.9037528,-87.63558845
12778,2018,239630,Plaza 440 Private Residences,440 N. Wabash,2.0,False,NEAR NORTH SIDE,Multifamily Housing,474980.0,1991.0,15678491.4,36615683.7,110.1,173.4,111.6,174.9,4553.2,9.6,41.89032564,-87.62711962
12781,2018,172128,The Moody Memorial Church,1609 1641 N LASALLE DR,1.5,False,LINCOLN PARK,Worship Facility,145300.0,1925.0,4669291.3,6727000.2,78.4,138.6,78.9,139.1,1134.1,7.8,41.91180513,-87.63261624
12787,2018,222150,"The Barry Condominium, Inc.",3100 N. Sheridan Rd.,4.0,False,LAKE VIEW,Multifamily Housing,175279.0,1924.0,2432121.4,11723896.5,80.8,109.1,81.0,108.3,1027.3,5.9,41.9378917,-87.63990203
12789,2018,250175,Catalpa Gardens Condominium Association,1122 W. Catalpa Avenue,1.0,False,EDGEWATER,Multifamily Housing,163945.0,2007.0,5564688.8,14384999.5,121.7,187.2,121.7,187.2,1689.8,10.3,41.98242681,-87.65910015
12793,2018,101217,850 Eastwood,850 West Eastwood Avenue,4.0,False,UPTOWN,Multifamily Housing,244164.0,1992.0,4711299.8,14231470.2,77.6,115.2,77.9,114.8,1539.7,6.3,41.97223008,-87.6645957
12799,2018,240122,(IL578) - Six N. Michigan,6 N. Michigan,2.5,False,LOOP,Multifamily Housing,276168.0,1898.0,7391313.2,15904232.4,84.4,135.4,84.0,134.3,2074.4,7.5,41.88218864,-87.6245691
12800,2018,251768,213 West Institute Place,213 West Institute Place,4.0,False,NEAR NORTH SIDE,Office,155385.0,1931.0,5588119.0,1192190.0,43.6,108.8,43.3,108.2,993.0,6.4,41.89719013,-87.63519683
12803,2018,172380,850 West Adams Lofts Condominium Association,850 W. Adams St.,4.0,False,NEAR WEST SIDE,Multifamily Housing,129998.0,1925.0,1806616.5,3908341.8,44.0,70.5,43.9,69.5,508.1,3.9,41.87399385,-87.651678
12804,2018,128800,Lurie Children's Faculty Office Building,155 E. Superior Street,2.0,False,NEAR NORTH SIDE,Office,82717.0,1917.0,4586113.6,7539029.4,146.6,250.9,146.7,251.1,1163.4,14.1,41.89555178,-87.62318088
12805,2018,175876,7121 7125 N Paulina,7121 7125 N Paulina,4.0,False,ROGERS PARK,Multifamily Housing,58400.0,1925.0,269438.8,4008090.1,73.2,85.0,70.9,82.3,257.7,4.4,42.01036185,-87.66829765
12806,2018,174028,1201 W. Washington,1201 W. Washington Blvd.,1.0,False,NEAR WEST SIDE,Office,55532.0,1937.0,7166213.4,,129.0,361.3,125.9,352.4,1192.2,21.5,41.8826032,-87.65710133
12810,2018,138730,2019 - 5401 S Wentworth,5401 S. Wentworth,4.0,False,FULLER PARK,Strip Mall,138730.0,1975.0,195112.7,,1.4,3.9,1.4,3.9,32.5,0.2,41.79622465,-87.63030493
12821,2018,101547,Mercy Hospital and Medical Center,2525 S. Michigan Ave,4.0,False,NEAR SOUTH SIDE,Hospital (General Medical & Surgical),750000.0,1968.0,74125256.4,9096900.1,111.0,289.5,110.8,289.0,12815.0,17.1,41.84674735,-87.62133625
12823,2018,101797,303 E. Wacker,303 E. Wacker,4.0,False,LOOP,Office,1144347.0,1979.0,54505881.1,44603.7,47.7,133.4,47.7,133.4,9070.2,7.9,41.88729474,-87.62026142
12829,2018,159799,Park Edgewater Condominium Association,6101 N. Sheridan Road East,4.0,False,EDGEWATER,Multifamily Housing,150000.0,1928.0,2198894.1,8470348.1,71.1,100.3,73.4,102.8,815.7,5.4,41.99253381,-87.65506201
12830,2018,175046,East Wrigleyview Village,737-47 Cornelia,1.5,False,LAKE VIEW,Multifamily Housing,51030.0,1919.0,789966.7,4256200.2,98.9,130.9,95.3,127.2,357.5,7.0,41.9398511,-87.65844752
12833,2018,172812,4336-44 S Drexel Blvd,4336-44 S Drexel Blvd,4.0,False,KENWOOD,Multifamily Housing,82960.0,1926.0,765007.9,5286157.4,72.9,92.7,72.8,92.0,408.0,4.9,41.82021138,-87.61246867
12836,2018,255952,HUBBARD221,221 West Hubbard St,4.0,False,NEAR NORTH SIDE,Multifamily Housing,240163.0,2017.0,6053055.2,4335497.0,43.3,89.5,42.9,88.4,1237.3,5.2,41.89213,-87.63513
12839,2018,112724,6119 6125 N Winchester,6119-6125 N Winchester Ave,1.0,False,WEST RIDGE,Multifamily Housing,57600.0,1951.0,1460800.0,6486700.1,138.0,189.3,141.5,191.6,587.6,10.2,41.99090057,-87.66660744
12847,2018,103595,Chicago Board of Trade Building,141 W. Jackson Blvd.,4.0,False,LOOP,Office,1559956.0,1930.0,93807173.7,,99.7,204.4,99.6,204.8,18856.5,12.1,41.87750025,-87.63227855
12851,2018,242586,The Pearson,250 East Pearson St,3.5,False,NEAR NORTH SIDE,Multifamily Housing,611963.0,2003.0,17974098.7,18868845.0,60.2,114.6,60.2,114.6,3992.5,6.5,41.89789468,-87.61880577
12860,2018,172800,5110 S Kenwood,5110 S Kenwood,4.0,False,HYDE PARK,Multifamily Housing,55932.0,1990.0,880913.9,960390.4,32.9,62.1,32.9,62.1,197.6,3.5,41.80224043,-87.60332678
